Fecha,Anio,Mes,Dia,NombreMes,NombreDia,Trimestre,EsFestivo,Hora,RangoHorario,Localidad,Barrio,Direccion,NomViaPrincipal,NomViaSecundaria,Cuadrante,Latitud,Longitud,TipoVehiculo,TipoServicio,SubtipoServicio,TipoIncidente,ClaseSiniestro,ObjetoFijo,CondicionClimatica,CantIncidentes,CantHeridos,CantMuertos
2024-07-07,2024,7,7,Julio,Domingo,3,1,20,Noche,Los Mártires,El Lago,Avenida Boyacá con Calle 100,Avenida Boyacá,Calle 100,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Choque simple,Choque,Ninguno,Húmedo,1,0,1
2023-10-06,2023,10,6,Octubre,Viernes,4,0,2,Madrugada,Tunjuelito,Industrial,Avenida Carrera 68 con Calle 127,Avenida Carrera 68,Calle 127,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Lluvia,1,0,0
2025-05-28,2025,5,28,Mayo,Miércoles,2,0,15,Hora Valle,Ciudad Bolívar,Olaya,Calle 13 con Calle 53,Calle 13,Calle 53,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Niebla,1,2,0
2025-07-28,2025,7,28,Julio,Lunes,3,0,5,Hora Pico Mañana,Usme,Olaya,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Suba,5,-74,Motocicleta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Húmedo,1,0,0
2023-05-29,2023,5,29,Mayo,Lunes,2,0,5,Hora Pico Mañana,Bosa,La Estación,Autopista Sur con Carrera 77G,Autopista Sur,Carrera 77G,CAI Terminal Sur,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,1,2
2023-07-24,2023,7,24,Julio,Lunes,3,0,6,Hora Pico Mañana,Kennedy,Castilla,Carrera 30 con Carrera 15,Carrera 30,Carrera 15,CAI Restrepo,5,-74,Tractocamión,Particular,Carga Pesada,Atropello,Atropello,Ninguno,Lluvia,1,1,0
2023-10-14,2023,10,14,Octubre,Sábado,4,0,15,Hora Valle,Puente Aranda,Cedritos,Avenida Ciudad de Cali con Calle 72,Avenida Ciudad de Cali,Calle 72,CAI Kennedy,5,-74,Camión,Particular,Carga,Volcamiento,Volcamiento,Ninguno,Lluvia,1,0,0
2022-07-29,2022,7,29,Julio,Viernes,3,0,17,Hora Pico Tarde,Santa Fe,Villas de Granada,Avenida Carrera 68 con Carrera 24,Avenida Carrera 68,Carrera 24,CAI Rosario,5,-74,Automóvil particular,Particular,No Aplica,Atropello,Atropello,Ninguno,Niebla,1,3,0
2022-08-11,2022,8,11,Agosto,Jueves,3,1,5,Hora Pico Mañana,Tunjuelito,Patio Bonito,Avenida Carrera 68 con Calle 72,Avenida Carrera 68,Calle 72,CAI Rosario,5,-74,Taxi,Público,Individual,Caída de objetos en vía,Otros,Árbol,Húmedo,1,0,0
2022-12-10,2022,12,10,Diciembre,Sábado,4,0,15,Hora Valle,Kennedy,Américas,Av. Ciudad de Cali con Av. Américas,Av. Ciudad de Cali,Av. Américas,CAI Techo,5,-74,Taxi,Público,Individual,Caída de objetos en vía,Otros,Árbol,Niebla,1,0,0
2024-02-21,2024,2,21,Febrero,Miércoles,1,0,11,Hora Valle,Usme,Niza,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Rosario,5,-74,Bus SITP,Público,SITP Zonal,Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,0,0
2024-02-28,2024,2,28,Febrero,Miércoles,1,0,16,Hora Pico Tarde,Suba,Restrepo,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Salitre,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,2,0
2024-08-29,2024,8,29,Agosto,Jueves,3,0,14,Hora Valle,Antonio Nariño,7 de Agosto,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello,Atropello,Ninguno,Despejado,1,2,0
2022-02-25,2022,2,25,Febrero,Viernes,1,0,21,Noche,Teusaquillo,Modelia,Carrera 30 con Calle 100,Carrera 30,Calle 100,CAI Venecia,5,-74,Tractocamión,Particular,Carga Pesada,Choque con lesionado,Choque,Ninguno,Niebla,1,0,0
2023-11-22,2023,11,22,Noviembre,Miércoles,4,0,8,Hora Pico Mañana,Tunjuelito,7 de Agosto,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Rosario,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento,Volcamiento,Ninguno,Despejado,1,2,0
2024-11-15,2024,11,15,Noviembre,Viernes,4,0,11,Hora Valle,Los Mártires,El Rincón,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Salitre,5,-74,Buseta,Público,Transporte Tradicional TPC,Varado,Otros,Ninguno,Lluvia,1,3,0
2022-05-09,2022,5,9,Mayo,Lunes,2,0,11,Hora Valle,Engativá,Arborizadora Alta,Calle 80 con Calle 127,Calle 80,Calle 127,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Lluvia,1,2,0
2024-09-25,2024,9,25,Septiembre,Miércoles,3,0,0,Madrugada,San Cristóbal,7 de Agosto,Carrera 7 con Calle 100,Carrera 7,Calle 100,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Choque con lesionado,Choque,Ninguno,Húmedo,1,2,0
2023-06-08,2023,6,8,Junio,Jueves,2,0,18,Hora Pico Tarde,Rafael Uribe Uribe,Arborizadora Alta,Autopista Norte con Carrera 24,Autopista Norte,Carrera 24,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Atropello,Atropello,Ninguno,Despejado,1,0,0
2023-03-05,2023,3,5,Marzo,Domingo,1,1,7,Hora Pico Mañana,Usaquén,Cedritos,Calle 13 con Carrera 24,Calle 13,Carrera 24,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Falla semafórica,Otros,Ninguno,Despejado,1,3,0
2025-02-28,2025,2,28,Febrero,Viernes,1,0,22,Noche,Engativá,Castilla,Carrera 7 con Calle 127,Carrera 7,Calle 127,CAI Kennedy,5,-74,Camioneta,Particular,No Aplica,Choque simple,Choque,Ninguno,Despejado,1,1,0
2022-04-20,2022,4,20,Abril,Miércoles,2,0,13,Hora Valle,Antonio Nariño,Niza,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Choque con objeto fijo,Choque,Árbol,Despejado,1,2,0
2025-06-15,2025,6,15,Junio,Domingo,2,1,19,Noche,La Candelaria,Cedritos,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Húmedo,1,3,0
2024-02-22,2024,2,22,Febrero,Jueves,1,0,9,Hora Valle,Usaquén,Villas de Granada,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Venecia,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Lluvia,1,0,0
2024-11-27,2024,11,27,Noviembre,Miércoles,4,0,4,Madrugada,Usaquén,Venecia,Avenida Ciudad de Cali con Carrera 24,Avenida Ciudad de Cali,Carrera 24,CAI Suba,5,-74,Taxi,Público,Individual,Caída de objetos en vía,Otros,Árbol,Lluvia,1,2,0
2023-03-03,2023,3,3,Marzo,Viernes,1,0,22,Noche,Teusaquillo,Cedritos,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Húmedo,1,3,1
2024-04-15,2024,4,15,Abril,Lunes,2,0,23,Noche,Santa Fe,Centro,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Salitre,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
2024-08-17,2024,8,17,Agosto,Sábado,3,0,9,Hora Valle,La Candelaria,Niza,Avenida Boyacá con Carrera 15,Avenida Boyacá,Carrera 15,CAI Chicó,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento con lesionado,Volcamiento,Andén,Niebla,1,0,0
2022-03-29,2022,3,29,Marzo,Martes,1,0,19,Noche,Teusaquillo,Cedritos,Avenida Boyacá con Calle 63,Avenida Boyacá,Calle 63,CAI Chicó,5,-74,Camión,Particular,Carga,Choque con objeto fijo,Choque,Separador,Despejado,1,2,0
2025-04-01,2025,4,1,Abril,Martes,2,0,0,Madrugada,Chapinero,Restrepo,Carrera 30 con Calle 53,Carrera 30,Calle 53,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
2024-11-07,2024,11,7,Noviembre,Jueves,4,0,21,Noche,Chapinero,Galerías,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Alhambra,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Varado,Otros,Ninguno,Húmedo,1,0,0
2024-05-18,2024,5,18,Mayo,Sábado,2,0,16,Hora Pico Tarde,Teusaquillo,Modelia,Autopista Norte con Carrera 24,Autopista Norte,Carrera 24,CAI Venecia,5,-74,Motocicleta,Particular,No Aplica,Varado,Otros,Ninguno,Húmedo,1,0,0
2024-05-24,2024,5,24,Mayo,Viernes,2,0,3,Madrugada,Engativá,Alquería,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Kennedy,5,-74,Motocicleta,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Lluvia,1,0,0
2023-08-13,2023,8,13,Agosto,Domingo,3,1,15,Hora Valle,Suba,Tibabuyes,Avenida Ciudad de Cali con Calle 139,Avenida Ciudad de Cali,Calle 139,CAI La Gaitana,5,-74,Automóvil particular,Particular,No Aplica,Atropello,Atropello,Ninguno,Despejado,1,2,0
2023-12-24,2023,12,24,Diciembre,Domingo,4,1,6,Hora Pico Mañana,San Cristóbal,Centro,Avenida Américas con Calle 63,Avenida Américas,Calle 63,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2024-05-04,2024,5,4,Mayo,Sábado,2,0,13,Hora Valle,Usaquén,Olaya,Carrera 30 con Calle 72,Carrera 30,Calle 72,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Varado,Otros,Ninguno,Niebla,1,2,0
2025-07-07,2025,7,7,Julio,Lunes,3,0,23,Noche,Fontibón,Modelia,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2022-04-16,2022,4,16,Abril,Sábado,2,0,1,Madrugada,Antonio Nariño,El Rincón,Avenida Américas con Carrera 15,Avenida Américas,Carrera 15,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,0,0
2024-12-14,2024,12,14,Diciembre,Sábado,4,0,14,Hora Valle,Bosa,El Lago,Avenida Carrera 68 con Calle 72,Avenida Carrera 68,Calle 72,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Lluvia,1,1,0
2025-06-25,2025,6,25,Junio,Miércoles,2,0,14,Hora Valle,Chapinero,Alquería,Carrera 7 con Carrera 24,Carrera 7,Carrera 24,CAI Salitre,5,-74,Camión,Particular,Carga,Caida de ocupante,Caída de ocupante,Ninguno,Despejado,1,2,0
2023-10-17,2023,10,17,Octubre,Martes,4,1,7,Hora Pico Mañana,Los Mártires,Centro,Calle 80 con Calle 100,Calle 80,Calle 100,CAI Kennedy,5,-74,Bus SITP,Público,SITP Zonal,Atropello,Atropello,Ninguno,Despejado,1,0,0
2025-04-17,2025,4,17,Abril,Jueves,2,1,8,Hora Pico Mañana,Antonio Nariño,Castilla,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Kennedy,5,-74,Bus SITP,Público,SITP Zonal,Volcamiento,Volcamiento,Ninguno,Húmedo,1,2,0
2024-05-26,2024,5,26,Mayo,Domingo,2,1,0,Madrugada,Los Mártires,Américas,Avenida Caracas con Calle 72,Avenida Caracas,Calle 72,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Lluvia,1,1,0
2022-09-22,2022,9,22,Septiembre,Jueves,3,0,5,Hora Pico Mañana,Chapinero,Patio Bonito,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,0,0
2023-07-15,2023,7,15,Julio,Sábado,3,0,17,Hora Pico Tarde,Barrios Unidos,Olaya,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Atropello,Atropello,Ninguno,Despejado,1,3,0
2024-06-12,2024,6,12,Junio,Miércoles,2,0,9,Hora Valle,Los Mártires,Salitre,Avenida Caracas con Calle 72,Avenida Caracas,Calle 72,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Autolesionado,Autolesionado,Ninguno,Húmedo,1,0,0
2022-09-17,2022,9,17,Septiembre,Sábado,3,0,12,Hora Valle,Teusaquillo,Alquería,Avenida Ciudad de Cali con Calle 6,Avenida Ciudad de Cali,Calle 6,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Autolesionado,Autolesionado,Ninguno,Lluvia,1,2,0
2025-07-12,2025,7,12,Julio,Sábado,3,0,15,Hora Valle,Antonio Nariño,Salitre,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Caida de ocupante,Caída de ocupante,Ninguno,Húmedo,1,2,0
2024-06-01,2024,6,1,Junio,Sábado,2,0,14,Hora Valle,Suba,Centro,Autopista Norte con Calle 63,Autopista Norte,Calle 63,CAI Rosario,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Varado,Otros,Ninguno,Niebla,1,0,0
2024-06-02,2024,6,2,Junio,Domingo,2,1,1,Madrugada,Ciudad Bolívar,Olaya,Carrera 7 con Calle 45,Carrera 7,Calle 45,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque objeto fijo con lesionado,Choque,Poste,Húmedo,1,1,0
2024-11-18,2024,11,18,Noviembre,Lunes,4,0,23,Noche,Chapinero,Rosales,Carrera 5 con Calle 76,Carrera 5,Calle 76,CAI Rosales,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Caída de objetos en vía,Otros,Árbol,Húmedo,1,3,0
2023-06-16,2023,6,16,Junio,Viernes,2,0,19,Noche,Los Mártires,Salitre,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Suba,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2022-04-04,2022,4,4,Abril,Lunes,2,0,18,Hora Pico Tarde,Usme,7 de Agosto,Calle 26 con Calle 63,Calle 26,Calle 63,CAI Restrepo,5,-74,Camioneta,Particular,No Aplica,Manifestación,Otros,Ninguno,Despejado,1,1,0
2023-10-24,2023,10,24,Octubre,Martes,4,0,5,Hora Pico Mañana,Puente Aranda,Cedritos,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Húmedo,1,0,0
2025-03-04,2025,3,4,Marzo,Martes,1,0,21,Noche,Chapinero,Niza,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,0,0
2024-08-15,2024,8,15,Agosto,Jueves,3,1,14,Hora Valle,Engativá,Niza,Avenida Carrera 68 con Calle 53,Avenida Carrera 68,Calle 53,CAI Kennedy,5,-74,Bus SITP,Público,SITP Zonal,Caída de objetos en vía,Otros,Árbol,Niebla,1,2,0
2025-01-30,2025,1,30,Enero,Jueves,1,0,12,Hora Valle,Santa Fe,El Lago,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Kennedy,5,-74,Bus SITP,Público,SITP Zonal,Choque con lesionado,Choque,Ninguno,Lluvia,1,0,0
2023-04-15,2023,4,15,Abril,Sábado,2,0,16,Hora Pico Tarde,Kennedy,Centro,Avenida Américas con Calle 6,Avenida Américas,Calle 6,CAI Suba,5,-74,Camión,Particular,Carga,Varado,Otros,Ninguno,Despejado,1,0,0
2023-10-13,2023,10,13,Octubre,Viernes,4,0,7,Hora Pico Mañana,Tunjuelito,7 de Agosto,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Rosario,5,-74,Camión,Particular,Carga,Volcamiento,Volcamiento,Ninguno,Húmedo,1,0,0
2022-10-18,2022,10,18,Octubre,Martes,4,1,3,Madrugada,Bosa,Venecia,Avenida Caracas con Calle 63,Avenida Caracas,Calle 63,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2023-02-25,2023,2,25,Febrero,Sábado,1,0,6,Hora Pico Mañana,Chapinero,El Lago,Avenida Ciudad de Cali con Calle 63,Avenida Ciudad de Cali,Calle 63,CAI Suba,5,-74,Bus SITP,Público,SITP Zonal,Volcamiento,Volcamiento,Ninguno,Niebla,1,0,0
2022-08-29,2022,8,29,Agosto,Lunes,3,1,20,Noche,Bosa,Alquería,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Lluvia,1,1,0
2022-12-15,2022,12,15,Diciembre,Jueves,4,0,17,Hora Pico Tarde,Teusaquillo,Alquería,Avenida Caracas con Carrera 50,Avenida Caracas,Carrera 50,CAI Restrepo,5,-74,Motocicleta,Particular,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,2,0
2024-07-24,2024,7,24,Julio,Miércoles,3,0,7,Hora Pico Mañana,Antonio Nariño,El Lago,Calle 80 con Carrera 15,Calle 80,Carrera 15,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,0,0
2022-05-12,2022,5,12,Mayo,Jueves,2,0,16,Hora Pico Tarde,Kennedy,Arborizadora Alta,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Suba,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Niebla,1,3,0
2025-04-30,2025,4,30,Abril,Miércoles,2,0,20,Noche,Bosa,Patio Bonito,Calle 80 con Calle 127,Calle 80,Calle 127,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
2024-01-04,2024,1,4,Enero,Jueves,1,0,19,Noche,Engativá,7 de Agosto,Carrera 30 con Calle 127,Carrera 30,Calle 127,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,3,0
2025-04-21,2025,4,21,Abril,Lunes,2,0,1,Madrugada,Usaquén,7 de Agosto,Calle 80 con Calle 72,Calle 80,Calle 72,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,3,0
2022-02-02,2022,2,2,Febrero,Miércoles,1,0,2,Madrugada,Antonio Nariño,Arborizadora Alta,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,0,0
2023-01-18,2023,1,18,Enero,Miércoles,1,0,7,Hora Pico Mañana,Suba,Patio Bonito,Calle 13 con Calle 127,Calle 13,Calle 127,CAI Venecia,5,-74,Tractocamión,Particular,Carga Pesada,Atropello,Atropello,Ninguno,Niebla,1,3,0
2023-01-20,2023,1,20,Enero,Viernes,1,0,17,Hora Pico Tarde,Ciudad Bolívar,El Lago,Calle 80 con Calle 63,Calle 80,Calle 63,CAI Venecia,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,0,0
2023-02-20,2023,2,20,Febrero,Lunes,1,0,20,Noche,Chapinero,Restrepo,Carrera 30 con Calle 53,Carrera 30,Calle 53,CAI Alhambra,5,-74,Tractocamión,Particular,Carga Pesada,Choque simple,Choque,Ninguno,Despejado,1,2,0
2024-04-11,2024,4,11,Abril,Jueves,2,0,0,Madrugada,Rafael Uribe Uribe,El Rincón,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Suba,5,-74,Tractocamión,Particular,Carga Pesada,Choque con lesionado,Choque,Ninguno,Niebla,1,0,0
2024-12-22,2024,12,22,Diciembre,Domingo,4,1,19,Noche,Fontibón,Arborizadora Alta,Carrera 30 con Calle 6,Carrera 30,Calle 6,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Choque con lesionado,Choque,Ninguno,Despejado,1,2,0
2025-01-05,2025,1,5,Enero,Domingo,1,0,0,Madrugada,Engativá,Venecia,Carrera 30 con Carrera 15,Carrera 30,Carrera 15,CAI Kennedy,5,-74,Camioneta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Húmedo,1,1,0
2025-04-10,2025,4,10,Abril,Jueves,2,0,11,Hora Valle,Suba,Modelia,Carrera 7 con Calle 100,Carrera 7,Calle 100,CAI Venecia,5,-74,Automóvil particular,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,1,0
2023-05-28,2023,5,28,Mayo,Domingo,2,1,12,Hora Valle,Bosa,Olaya,Avenida Américas con Calle 72,Avenida Américas,Calle 72,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Falla semafórica,Otros,Ninguno,Lluvia,1,0,0
2025-03-20,2025,3,20,Marzo,Jueves,1,0,14,Hora Valle,Antonio Nariño,Olaya,Avenida Boyacá con Calle 63,Avenida Boyacá,Calle 63,CAI Alhambra,5,-74,Camión,Particular,Carga,Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2023-11-27,2023,11,27,Noviembre,Lunes,4,0,7,Hora Pico Mañana,Fontibón,Modelia,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Lluvia,1,1,0
2024-01-11,2024,1,11,Enero,Jueves,1,0,11,Hora Valle,Usaquén,Patio Bonito,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Restrepo,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,0,0
2023-04-25,2023,4,25,Abril,Martes,2,0,2,Madrugada,Ciudad Bolívar,Restrepo,Avenida Boyacá con Calle 127,Avenida Boyacá,Calle 127,CAI Restrepo,5,-74,Camioneta,Particular,No Aplica,Varado,Otros,Ninguno,Niebla,1,0,0
2022-10-20,2022,10,20,Octubre,Jueves,4,0,13,Hora Valle,Barrios Unidos,Cedritos,Avenida Caracas con Carrera 24,Avenida Caracas,Carrera 24,CAI Alhambra,5,-74,Bicicleta,No Aplica,No Aplica,Caída de objetos en vía,Otros,Árbol,Lluvia,1,0,0
2024-08-24,2024,8,24,Agosto,Sábado,3,0,18,Hora Pico Tarde,Ciudad Bolívar,Restrepo,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Suba,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Varado,Otros,Ninguno,Niebla,1,1,0
2023-08-09,2023,8,9,Agosto,Miércoles,3,0,8,Hora Pico Mañana,Tunjuelito,El Lago,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Chicó,5,-74,Camión,Particular,Carga,Volcamiento,Volcamiento,Ninguno,Lluvia,1,1,0
2025-02-08,2025,2,8,Febrero,Sábado,1,0,7,Hora Pico Mañana,Puente Aranda,Arborizadora Alta,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Lluvia,1,0,0
2024-05-13,2024,5,13,Mayo,Lunes,2,1,6,Hora Pico Mañana,Fontibón,Castilla,Autopista Norte con Calle 72,Autopista Norte,Calle 72,CAI Restrepo,5,-74,Tractocamión,Particular,Carga Pesada,Volcamiento,Volcamiento,Ninguno,Niebla,1,0,0
2023-05-21,2023,5,21,Mayo,Domingo,2,1,18,Hora Pico Tarde,Engativá,7 de Agosto,Avenida Américas con Carrera 50,Avenida Américas,Carrera 50,CAI Salitre,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello,Atropello,Ninguno,Niebla,1,0,0
2023-09-01,2023,9,1,Septiembre,Viernes,3,0,3,Madrugada,Ciudad Bolívar,Restrepo,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,1,0
2024-06-10,2024,6,10,Junio,Lunes,2,0,13,Hora Valle,Usaquén,Niza,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello,Atropello,Ninguno,Despejado,1,0,0
2025-03-19,2025,3,19,Marzo,Miércoles,1,0,17,Hora Pico Tarde,Chapinero,Cedritos,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Restrepo,5,-74,Buseta,Público,Transporte Tradicional TPC,Atropello,Atropello,Ninguno,Lluvia,1,3,0
2022-03-26,2022,3,26,Marzo,Sábado,1,0,3,Madrugada,Tunjuelito,7 de Agosto,Avenida Caracas con Calle 53,Avenida Caracas,Calle 53,CAI Rosario,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Varado,Otros,Ninguno,Niebla,1,1,0
2022-08-05,2022,8,5,Agosto,Viernes,3,0,21,Noche,Santa Fe,Castilla,Calle 26 con Calle 100,Calle 26,Calle 100,CAI Alhambra,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello,Atropello,Ninguno,Húmedo,1,0,0
2022-11-06,2022,11,6,Noviembre,Domingo,4,1,1,Madrugada,Los Mártires,Centro,Autopista Norte con Calle 127,Autopista Norte,Calle 127,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Falla semafórica,Otros,Ninguno,Húmedo,1,1,0
2023-03-20,2023,3,20,Marzo,Lunes,1,0,12,Hora Valle,Kennedy,Castilla,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Kennedy,5,-74,Camión,Particular,Carga,Choque simple,Choque,Ninguno,Húmedo,1,0,0
2023-11-07,2023,11,7,Noviembre,Martes,4,0,23,Noche,Fontibón,Venecia,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Chicó,5,-74,Bus SITP,Público,SITP Zonal,Choque objeto fijo con lesionado,Choque,Poste,Húmedo,1,0,0
2024-12-06,2024,12,6,Diciembre,Viernes,4,0,6,Hora Pico Mañana,Teusaquillo,Venecia,Calle 80 con Calle 127,Calle 80,Calle 127,CAI Alhambra,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
